0	   0.00000	   0.00000	   0.00000
1	  -0.00500	  -0.01027	  -0.00002
2	  -0.01720	   0.05763	  -0.00017
3	   0.11171	  -0.44384	   0.00062
4	   0.13083	  -0.51478	   0.00071
5	   0.50419	  -1.10844	   0.00353
6	   0.28919	  -1.10151	   0.00191
7	   0.31322	  -1.10322	   0.00211
8	   0.26893	  -1.19965	   0.00176
9	   0.04287	  -0.99406	   0.00012
10	  -0.04025	  -0.99784	  -0.00012
11	  -0.10642	  -1.13175	  -0.00056
12	   0.04244	  -1.43536	   0.00043
13	  -0.12922	  -1.38425	  -0.00071
14	   0.11337	  -1.97475	   0.00148
15	   0.13782	  -1.98406	   0.00165
16	   0.31942	  -2.16957	   0.00260
17	   0.12092	  -2.17762	   0.00065
18	  -0.08993	  -1.86144	   0.00041
19	   0.08833	  -2.08105	   0.00046
20	  -0.19506	  -2.34623	  -0.00027
21	  -0.09892	  -2.42239	  -0.00062
22	  -0.11588	  -2.43394	  -0.00077
23	  -0.03647	  -2.49227	  -0.00014
24	  -0.44293	  -2.28399	  -0.00184
25	  -0.19923	  -2.77427	   0.00018
26	  -0.16373	  -2.96464	   0.00056
27	  -0.14022	  -3.23969	   0.00208
28	  -0.16753	  -3.06058	   0.00075
29	  -0.28160	  -3.16584	   0.00111
30	  -0.30388	  -3.18594	  -0.00022
31	  -0.09634	  -3.63825	   0.00205
32	  -0.34332	  -3.56085	   0.00027
33	  -0.24043	  -4.12198	   0.00228
34	  -0.20645	  -3.87607	   0.00124
35	  -0.19699	  -4.12406	   0.00255
36	  -0.00252	  -4.30817	   0.00271
37	  -0.17385	  -4.15499	   0.00019
38	  -0.06752	  -4.57289	   0.00221
39	  -0.18486	  -4.72194	   0.00130
40	  -0.47005	  -4.60169	   0.00073
41	  -0.22085	  -4.98642	   0.00196
42	  -0.62444	  -4.78133	   0.00021
43	  -0.67570	  -4.71516	  -0.00015
44	  -0.20167	  -5.18148	   0.00218
45	  -0.74389	  -4.98893	  -0.00066
46	  -0.72945	  -5.08833	  -0.00042
47	  -0.70230	  -5.09284	  -0.00018
48	  -0.70732	  -5.08949	  -0.00018
49	  -0.84413	  -5.28252	  -0.00118
50	  -0.79374	  -5.29020	  -0.00138
51	  -0.82024	  -5.29670	  -0.00149
52	  -0.59850	  -5.68525	   0.00016
53	  -0.63130	  -5.69105	  -0.00006
54	  -0.96247	  -5.90450	  -0.00122
55	  -0.75601	  -5.81707	  -0.00143
56	  -0.77210	  -5.83637	  -0.00144
57	  -0.93680	  -5.90356	  -0.00132
58	  -1.11711	  -6.13121	  -0.00141
59	  -1.12628	  -6.24837	  -0.00149
60	  -0.90493	  -6.56476	   0.00026
61	  -0.77555	  -6.63837	  -0.00006
62	  -0.76861	  -6.86660	   0.00124
63	  -0.78635	  -6.97413	   0.00113
64	  -0.80132	  -6.97515	   0.00107
65	  -1.02508	  -6.96971	  -0.00069
66	  -0.93393	  -7.07398	   0.00010
67	  -0.94839	  -7.30164	  -0.00001
68	  -1.01819	  -7.35323	  -0.00172
69	  -0.89651	  -7.46615	  -0.00079
70	  -1.09768	  -7.34591	  -0.00080
71	  -0.82710	  -8.01813	   0.00124
72	  -0.84703	  -8.02487	   0.00113
73	  -0.88395	  -7.94562	   0.00085
74	  -1.08372	  -7.91234	  -0.00054
75	  -1.12532	  -7.93850	  -0.00084
76	  -1.01778	  -8.01459	  -0.00008
77	  -1.68334	  -7.89406	  -0.00367
78	  -1.66264	  -7.98656	  -0.00348
79	  -0.93424	  -8.69041	   0.00029
80	  -0.58269	  -9.13094	   0.00284
81	  -1.10680	  -8.86433	   0.00039
82	  -1.13960	  -9.07816	   0.00163
83	  -1.15230	  -9.09274	   0.00155
84	  -1.13728	  -8.98558	   0.00123
85	  -1.15832	  -8.99181	   0.00124
86	  -1.36124	  -8.95550	  -0.00013
87	  -1.52271	  -9.00804	   0.00010
88	  -1.42784	  -9.00994	  -0.00023
89	  -1.69793	  -9.03427	  -0.00103
90	  -1.72808	  -9.27309	  -0.00109
91	  -1.55849	  -9.69375	   0.00028
92	  -1.31182	 -10.20401	   0.00235
93	  -1.26541	 -10.26022	   0.00266
94	  -1.34115	 -10.13230	   0.00222
95	  -1.33824	 -10.15561	   0.00226
96	  -1.34011	 -10.16517	   0.00216
97	  -1.54430	 -10.14055	   0.00070
98	  -1.57476	 -10.04477	   0.00051
99	  -1.55643	 -10.10678	   0.00085
